vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU117	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.961413383	0.012161039	103457	SRR9313735	PRJNA531524	China
vOTU118	Unclassified	Peduoviridae	Sphaerospermopsis	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.993699193	0.006590377	102792	"SRR5823597,SRR5823602"	PRJNA393632	Germany
vOTU119	VC_1942_0	Stephanstirmvirinae_like	Unclassified	virulent	Medium-quality	Genome-fragment	55.11	1	dsDNAphage	2	0.999694705	0.002341567	101803	"SRR5823597,SRR5823601,SRR5823603,SRR5823598,SRR5823596,SRR5823595,SRR5823602,SRR5823600"	PRJNA393632	Germany
vOTU120	VC_2120_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.955601454	0.012935267	101553	"SRR14026575,SRR14026577,SRR14026606,SRR14026574,SRR14026607,SRR14026584,SRR14026585,SRR14026583,SRR14026580,SRR14026588"	PRJNA714492	Switzerland
vOTU121	Unclassified	Straboviridae	Unclassified	virulent	Low-quality	Genome-fragment	39.21	1	dsDNAphage	1	0.909043014	0.017070776	99322	"SRR5823597,SRR5823600,SRR5823603,SRR5823595,SRR5823598,SRR5823596,SRR5823602"	PRJNA393632	Germany
vOTU122	Unclassified	Peduoviridae	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.96653378	0.011424579	98690	SRR5823600	PRJNA393632	Germany
vOTU123	VC_1219_1	Casjensviridae_like	Unclassified	virulent	Medium-quality	Genome-fragment	76.14	1	dsDNAphage	10	0.996412039	0.005570662	98533	"SRR5823600,SRR5823596,SRR5823597,SRR5823603"	PRJNA393632	Germany
vOTU124	Unclassified	Suoliviridae	Unclassified	virulent	Medium-quality	Genome-fragment	54.38	0.98	dsDNAphage	6	1	0	97943	"SRR5823595,SRR5823598,SRR5823612,SRR5823601,SRR5823610,SRR5823602,SRR5823600,SRR5823597,SRR5823603,SRR5823596,SRR5823609,SRR5823608,SRR5823613,SRR5823606,SRR5823599,SRR5823611"	PRJNA393632	Germany
vOTU125	Unclassified	Peduoviridae	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.970745444	0.010688118	97896	SRR17754575	PRJNA799794	China
vOTU126	VC_1712_0	Inoviridae_like	Unclassified	virulent	Medium-quality	Genome-fragment	88.69	0.96	dsDNAphage	2	NA	NA	95801	SRR5877196	PRJNA392834	China
vOTU127	VC_1841_0	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	61.59	NA	NA	NA	0.945495844	0.014143818	95701	SRR17754576	PRJNA799794	China
vOTU128	Unclassified	Arquatrovirinae_like	Unclassified	temperate	Low-quality	Genome-fragment	46.29	0.767	dsDNAphage	8	NA	NA	95656	SRR9313735	PRJNA531524	China
vOTU129	Unclassified	Tybeckvirinae	Unclassified	temperate	High-quality	High-quality	100	1	dsDNAphage	9	0.965400159	0.011575648	95532	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU130	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.975901246	0.009800589	94520	SRR11450584	PRJNA616041	American
vOTU131	Unclassified	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	60.46	NA	NA	NA	0.994782686	0.00613717	93942	SRR17754575	PRJNA799794	China
vOTU132	Unclassified	Arquatrovirinae	Unclassified	virulent	High-quality	High-quality	100	NA	NA	NA	0.980012417	0.009271848	93906	"SRR14026579,SRR14026586"	PRJNA714492	Switzerland
vOTU133	VC_1469_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.978577018	0.009479568	93812	"SRR5823602,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU134	VC_1899_0	Guernseyvirinae	Unclassified	temperate	Complete	High-quality	100	0.98	dsDNAphage	8	NA	NA	93684	"SRR5823600,SRR5823602,SRR5823595,SRR5823601,SRR5823612,SRR5823610,SRR5823599"	PRJNA393632	Germany
vOTU135	VC_1761_1	Kostyavirus	Rubellimicrobium	temperate	Complete	High-quality	100	1	dsDNAphage	7	NA	NA	93286	SRR5512138	PRJNA385547	China
vOTU136	VC_1095_0	unknown	Tychonema	virulent	Medium-quality	Genome-fragment	84.61	0.96	dsDNAphage	6	NA	NA	93254	"SRR5823598,SRR5823597,SRR5823595,SRR5823606,SRR5823603,SRR5823602,SRR5823611,SRR5823613"	PRJNA393632	Germany
vOTU137	Unclassified	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	65.67	NA	NA	NA	0.979652703	0.009328499	91876	"SRR14026609,SRR14026608,SRR14026604,SRR14026602,SRR14026605,SRR14026601,SRR14026600,SRR14026603,SRR14026597,SRR17754575,SRR14026578"	"PRJNA714492,PRJNA799794"	"Switzerland,China"
vOTU138	VC_543_0	Tybeckvirinae_like	Unclassified	temperate	Medium-quality	Genome-fragment	55.36	1	dsDNAphage	10	1	0	91473	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU139	Unclassified	Hendrixvirinae	Unclassified	temperate	High-quality	High-quality	92.46	NA	NA	NA	0.989587367	0.007515673	91433	"SRR5823602,SRR5823595,SRR5823600,SRR5823596"	PRJNA393632	Germany
vOTU140	Unclassified	Demerecviridae	Unclassified	virulent	Medium-quality	Genome-fragment	66.68	0.993	dsDNAphage	5	NA	NA	89184	"SRR5823602,SRR5823601,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU141	Unclassified	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	63.59	0.887	dsDNAphage	2	NA	NA	88814	SRR9313735	PRJNA531524	China
vOTU142	Unclassified	Vilmaviridae	Unclassified	virulent	Complete	High-quality	100	1	dsDNAphage	2	0.987135291	0.008006647	88732	SRR7012213	PRJNA450451	China
vOTU143	VC_1824_0	Peduoviridae	Nostoc	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.987676382	0.007874462	88536	"SRR5823600,SRR5823602"	PRJNA393632	Germany
vOTU144	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.982154369	0.009007478	88020	"SRR10159355,SRR10159348"	PRJNA562057	China
vOTU145	Unclassified	Kostyavirus	Unclassified	temperate	Complete	High-quality	100	1	dsDNAphage	14	0.948018312	0.013917214	87953	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU146	VC_1817_0	Peduoviridae	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.960472345	0.012312108	87017	"SRR14026586,SRR14026579,SRR14026578"	PRJNA714492	Switzerland
vOTU147	VC_1956_0	Arquatrovirinae_like	Unclassified	temperate	Medium-quality	Genome-fragment	65.8	0.887	dsDNAphage	3	NA	NA	86611	"SRR14026597,SRR14026609,SRR14026579,SRR14026578"	PRJNA714492	Switzerland
vOTU148	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.964031577	0.011726717	86544	SRR14026577	PRJNA714492	Switzerland
vOTU149	Unclassified	Peduoviridae	Unclassified	temperate	Complete	High-quality	100	1	dsDNAphage	5	NA	NA	85626	SRR5823600	PRJNA393632	Germany
vOTU150	VC_1761_0	unknown	Unclassified	virulent	Complete	High-quality	100	0.993	dsDNAphage	7	NA	NA	85594	SRR5512145	PRJNA385547	China
vOTU151	VC_1908_0	Vequintavirinae_like	Paenibacillus	virulent	Medium-quality	Genome-fragment	51.73	NA	NA	NA	0.999975562	0.000849762	85305	"SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU152	Unclassified	unknown	Unclassified	temperate	High-quality	High-quality	90.61	NA	NA	NA	0.973209262	0.010178261	85124	SRR17754576	PRJNA799794	China
vOTU153	VC_2040_0	Peduoviridae	Sphaerospermopsis	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.962312639	0.012028854	84915	SRR5823597	PRJNA393632	Germany
vOTU154	VC_2051_0	Adenoviridae_like	Shewanella	temperate	Complete	High-quality	100	0.84	dsDNAphage	0	NA	NA	84482	SRR5512142	PRJNA385547	China
vOTU155	VC_1467_0	Peduoviridae	Unclassified	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.979916573	0.009309616	84349	SRR11450584	PRJNA616041	American
vOTU156	VC_714_0	Bclasvirinae	Unclassified	temperate	Complete	High-quality	100	0.987	dsDNAphage	8	NA	NA	84300	SRR11450583	PRJNA616041	American
vOTU157	Unclassified	Peduoviridae	Zhenhengia	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.982091904	0.009007478	83989	"SRR11450584,SRR11450578"	PRJNA616041	American
vOTU158	Unclassified	Peduoviridae	Tychonema	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.980809689	0.00917743	83778	"SRR5823602,SRR5823595"	PRJNA393632	Germany
vOTU159	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	35.89	0.907	dsDNAphage	2	NA	NA	82398	SRR9313735	PRJNA531524	China
vOTU160	VC_1440_2	Triavirus	Mediterraneibacter	temperate	Medium-quality	Genome-fragment	56.71	0.947	dsDNAphage	4	NA	NA	82009	SRR17754576	PRJNA799794	China
vOTU161	VC_62_0	Peduoviridae	Klebsiella	temperate	High-quality	High-quality	100	0.98	dsDNAphage	30	NA	NA	81753	SRR5877197	PRJNA392834	China
vOTU162	VC_1472_0	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	52.47	NA	NA	NA	0.92535466	0.015918876	81086	SRR9313735	PRJNA531524	China
vOTU163	Unclassified	Herelleviridae	Unclassified	virulent	Low-quality	Genome-fragment	44.38	1	dsDNAphage	7	0.999999821	0.00026437	80953	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU164	Unclassified	Marthavirus	Unclassified	virulent	Complete	High-quality	100	1	dsDNAphage	7	0.996087134	0.005740615	80813	SRR10346360	PRJNA579552	China
vOTU165	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.952218652	0.013350706	80803	"SRR14660890,SRR14660885"	PRJNA732820	China
vOTU166	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.95050633	0.013539542	80728	SRR17754576	PRJNA799794	China
vOTU167	Unclassified	Peduoviridae	Tychonema	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.974715829	0.009989425	80466	"SRR5823602,SRR5823600"	PRJNA393632	Germany
vOTU168	Unclassified	Gracegardnervirinae	Unclassified	temperate	Complete	High-quality	100	0.993	dsDNAphage	4	NA	NA	80127	SRR5512138	PRJNA385547	China
vOTU169	VC_1473_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.955566883	0.012935267	79012	"SRR17754576,SRR17754575"	PRJNA799794	China
vOTU170	Unclassified	Peduoviridae	Unclassified	temperate	High-quality	High-quality	100	NA	NA	NA	0.909225821	0.017070776	78516	SRR17754575	PRJNA799794	China
vOTU171	VC_2087_0	Spinareoviridae_like	Unclassified	virulent	Medium-quality	Genome-fragment	51.3	1	dsDNAphage	4	NA	NA	78483	"SRR5823612,SRR5823610,SRR5823599,SRR5823601,SRR5823613,SRR5823602,SRR5823600,SRR5823595,SRR5823609"	PRJNA393632	Germany
vOTU172	VC_1473_0	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.973438501	0.010140494	78230	"SRR14026609,SRR14026597,SRR14026608,SRR14026586,SRR14026579,SRR14026578,SRR14026598,SRR14026582,SRR14026581,SRR14026599,SRR14026583,SRR14026585,SRR14026584"	PRJNA714492	Switzerland
vOTU173	VC_2092_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.62	NA	NA	NA	0.985671997	0.008422086	78176	"SRR12550801,SRR12550810,SRR12550800,SRR12550802,SRR12550811,SRR12550813,SRR12550798,SRR12550846,SRR12550799,SRR12550825,SRR12550812,SRR12550809,SRR12550848,SRR12550830,SRR12550849,SRR12550785,SRR12550826,SRR12550847,SRR12550839,SRR12550789"	PRJNA632564	China
vOTU174	Unclassified	unknown	Neptunomonas	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.976459742	0.009725055	77227	SRR12550834	PRJNA632564	China
vOTU175	VC_1761_0	Inoviridae_like	Unclassified	virulent	Complete	High-quality	100	0.993	dsDNAphage	5	0.909206212	0.017070776	76553	SRR5512147	PRJNA385547	China
vOTU176	VC_1397_0	unknown	Unclassified	temperate	Complete	High-quality	100	0.98	dsDNAphage	6	NA	NA	75662	SRR5823595	PRJNA393632	Germany
vOTU177	VC_2099_0	Intestiviridae_like	Unclassified	temperate	Medium-quality	Genome-fragment	63.28	0.993	dsDNAphage	3	0.958092809	0.012595362	74737	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU178	VC_1744_0	Dolichocephalovirinae_like	Unclassified	virulent	Medium-quality	Genome-fragment	80.45	0.993	dsDNAphage	7	0.998477936	0.004267694	74705	"SRR10159355,SRR10159352,SRR10159353,SRR10159350,SRR10159347,SRR10159348,SRR10159354,SRR10159351,SRR10159349"	PRJNA562057	China
vOTU179	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.961536169	0.012085505	74562	SRR17754576	PRJNA799794	China
vOTU180	Unclassified	Peduoviridae	Unclassified	temperate	Low-quality	Genome-fragment	20.63	NA	NA	NA	0.905392766	0.017297379	74231	SRR14026575	PRJNA714492	Switzerland
vOTU181	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.954467833	0.013105219	74106	SRR11450584	PRJNA616041	American
vOTU182	Unclassified	Peduoviridae	Mastigocoleus	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957903564	0.012652013	73052	SRR5823597	PRJNA393632	Germany
vOTU183	VC_1924_0	Peduoviridae	Tychonema	temperate	Not-determined	Genome-fragment	NA	NA	NA	NA	0.958261728	0.012576479	73021	"SRR5823602,SRR5823595,SRR5823600"	PRJNA393632	Germany
vOTU184	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	61.74	1	dsDNAphage	1	0.979116797	0.009422917	72533	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU185	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.964393497	0.011670066	72264	"SRR14026574,SRR14026577,SRR14026607,SRR14026575,SRR14026576,SRR14026606"	PRJNA714492	Switzerland
vOTU186	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.980786204	0.009196314	72232	SRR17754576	PRJNA799794	China
vOTU187	VC_2096_0	Marthavirus_like	Leptolyngbya	temperate	Complete	High-quality	100	0.987	dsDNAphage	6	NA	NA	71383	"SRR5823595,SRR5823601,SRR5823598,SRR10159350,SRR5823602,SRR10159354,SRR5823597,SRR5823600"	"PRJNA393632,PRJNA562057"	"Germany,China"
vOTU188	Unclassified	Queuovirinae	Unclassified	virulent	Low-quality	Genome-fragment	25.91	1	dsDNAphage	13	NA	NA	70758	SRR5823600	PRJNA393632	Germany
vOTU189	VC_1786_0	Peduoviridae	Tychonema	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.980509281	0.009234081	70688	"SRR5823597,SRR5823601"	PRJNA393632	Germany
vOTU190	Unclassified	Obolenskvirus	Unclassified	virulent	High-quality	High-quality	100	1	dsDNAphage	16	NA	NA	70482	"SRR5259839,SRR5259830,SRR5259940"	"PRJNA370742,PRJNA370739,PRJNA370747"	American
vOTU191	VC_969_0	Ounavirinae	Unclassified	temperate	Medium-quality	Genome-fragment	75.02	0.993	dsDNAphage	14	NA	NA	70229	SRR17754575	PRJNA799794	China
vOTU192	VC_812_0	Autographiviridae_like	Unclassified	temperate	Medium-quality	Genome-fragment	58.31	0.993	dsDNAphage	3	0.999697328	0.002322683	70216	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU193	VC_969_0	Vequintavirinae_like	Unclassified	temperate	Complete	High-quality	100	0.887	dsDNAphage	8	NA	NA	70198	SRR17754576	PRJNA799794	China
vOTU194	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.74	dsDNAphage	3	NA	NA	69890	SRR5823598	PRJNA393632	Germany
vOTU195	VC_2096_0	Marthavirus_like	Unclassified	temperate	Medium-quality	Genome-fragment	82.91	0.987	dsDNAphage	5	0.91551435	0.016579802	69605	"SRR10159355,SRR10159352,SRR10159347,SRR10159349,SRR10159353,SRR10159348,SRR10159350,SRR10159354,SRR10159351"	PRJNA562057	China
vOTU196	Unclassified	Guernseyvirinae	Unclassified	temperate	Medium-quality	Genome-fragment	85.3	0.973	dsDNAphage	3	0.992263198	0.006892515	69485	"SRR5823601,SRR5823595,SRR5823596,SRR5823602,SRR5823598,SRR5823597,SRR5823608"	PRJNA393632	Germany
vOTU197	VC_1705_0	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	32.05	NA	NA	NA	0.928573728	0.015692273	69372	"SRR14026574,SRR14026606,SRR14026586,SRR14026575,SRR14026576,SRR14026579,SRR14026577,SRR14026608,SRR14026578,SRR14026597,SRR14026607,SRR14026609,SRR14026604,SRR14026587,SRR14026600,SRR14026602,SRR14026605,SRR14026603,SRR14026591,SRR14026601,SRR14026590,SRR14026588,SRR14026592,SRR14026580,SRR14026589,SRR14026582,SRR14026583,SRR14026581,SRR14026584"	PRJNA714492	Switzerland
vOTU198	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.95374608	0.013180754	68881	"SRR10159347,SRR10159349"	PRJNA562057	China
vOTU199	VC_1940_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	49.22	NA	NA	NA	0.99988997	0.001737291	68756	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU200	VC_1644_0	Kyanoviridae	Unclassified	temperate	Medium-quality	Genome-fragment	66.28	0.973	dsDNAphage	5	0.908039153	0.017108543	68704	SRR5823596	PRJNA393632	Germany
vOTU201	VC_729_0	Triavirus	Unclassified	temperate	High-quality	High-quality	100	0.933	dsDNAphage	12	0.989861071	0.007440139	68346	"SRR14026597,SRR14026608,SRR14026609,SRR14026579,SRR14026578,SRR14026586"	PRJNA714492	Switzerland
vOTU202	VC_887_0	Zobellviridae	Unclassified	virulent	Complete	High-quality	100	1	dsDNAphage	4	0.999996662	0.000509857	68340	"SRR5823598,SRR5823603,SRR5823596,SRR5823597"	PRJNA393632	Germany
vOTU203	Unclassified	Steigviridae	Unclassified	virulent	Complete	High-quality	100	1	dsDNAphage	2	NA	NA	68296	SRR11450587	PRJNA616041	American
vOTU204	VC_2040_0	Peduoviridae	Nostoc	temperate	Low-quality	Genome-fragment	43.72	NA	NA	NA	0.986042976	0.008346552	67572	"SRR5823602,SRR5823600,SRR5823595"	PRJNA393632	Germany
vOTU205	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.952315211	0.013350706	67441	"SRR14026606,SRR14026577,SRR14026575,SRR14026592,SRR14026602,SRR14026582"	PRJNA714492	Switzerland
vOTU206	Unclassified	Eucampyvirinae_like	Unclassified	virulent	High-quality	High-quality	93.38	0.873	dsDNAphage	4	0.939889312	0.014804744	67341	"SRR5877196,SRR14026606"	"PRJNA392834,PRJNA714492"	"China,Switzerland"
vOTU207	Unclassified	Asfarviridae	Unclassified	temperate	Low-quality	Genome-fragment	15.97	0.807	dsDNAphage	1	NA	NA	66950	"SRR5823603,SRR5823598,SRR5823596,SRR5823600,SRR5823597,SRR5823610,SRR5823612"	PRJNA393632	Germany
vOTU208	Unclassified	unknown	Unclassified	temperate	Medium-quality	Genome-fragment	67.9	0.913	dsDNAphage	1	NA	NA	66909	SRR9313735	PRJNA531524	China
vOTU209	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	95.22	0.987	dsDNAphage	5	NA	NA	66730	"SRR12550839,SRR12550838,SRR12550837,SRR12550836,SRR12550841"	PRJNA632564	China
vOTU210	Unclassified	Peduoviridae	Unclassified	virulent	Medium-quality	Genome-fragment	84.46	NA	NA	NA	0.921750784	0.016239897	66626	"SRR14026574,SRR14026606,SRR14026609,SRR14026597,SRR14026576,SRR14026577,SRR14026607,SRR14026608,SRR14026575,SRR14026578,SRR14026579,SRR14026586,SRR14026603,SRR14026602,SRR14026605,SRR14026580,SRR14026601,SRR14026600,SRR14026587,SRR14026604,SRR14026591,SRR14026582,SRR14026581,SRR14026590,SRR14026588,SRR14026589,SRR14026585,SRR14026583,SRR14026592"	PRJNA714492	Switzerland
vOTU211	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.956923366	0.012784198	66460	"SRR14026597,SRR14026608,SRR14026582,SRR14026591,SRR14026587"	PRJNA714492	Switzerland
vOTU212	Unclassified	unknown	Unclassified	virulent	Complete	High-quality	100	0.993	dsDNAphage	9	NA	NA	66434	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU213	Unclassified	Arquatrovirinae	Unclassified	virulent	Medium-quality	Genome-fragment	76.65	1	dsDNAphage	5	0.999962568	0.001057482	66336	"SRR5823604,SRR5823607,SRR5823605"	PRJNA393632	Germany
vOTU214	VC_1883_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	37.11	0.533	dsDNAphage	0	NA	NA	66152	SRR1747108	PRJNA271842	India
vOTU215	VC_1860_0	unknown	Anabaena	temperate	Low-quality	Genome-fragment	43.86	NA	NA	NA	0.945845723	0.01410605	66051	SRR5823597	PRJNA393632	Germany
vOTU216	Unclassified	Peduoviridae	Serratia	temperate	Complete	High-quality	100	0.947	dsDNAphage	32	NA	NA	66029	"SRR6049602,SRR6325799"	PRJNA392834	China
vOTU217	VC_1400_1	Tybeckvirinae_like	Unclassified	temperate	Complete	High-quality	100	0.807	dsDNAphage	6	NA	NA	65815	SRR17754575	PRJNA799794	China
vOTU218	VC_812_0	Autographiviridae_like	Unclassified	temperate	Medium-quality	Genome-fragment	50.99	0.993	dsDNAphage	3	0.999707639	0.002284916	65675	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU219	Unclassified	Peduoviridae	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.962453365	0.012028854	65654	"SRR14026586,SRR14026579,SRR14026598,SRR14026596,SRR14026582,SRR14026599"	PRJNA714492	Switzerland
vOTU220	Unclassified	Casadabanvirus_like	Unclassified	virulent	Complete	High-quality	100	1	dsDNAphage	2	NA	NA	65595	"SRR5823600,SRR5823602,SRR5823598,SRR5823601"	PRJNA393632	Germany
vOTU221	VC_1970_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	45.28	0.993	dsDNAphage	2	NA	NA	65131	"SRR5823600,SRR5823595,SRR5823602,SRR5823601"	PRJNA393632	Germany
vOTU222	VC_2041_0	Inoviridae_like	Unclassified	temperate	Medium-quality	Genome-fragment	68.89	1	dsDNAphage	5	NA	NA	65029	SRR5512133	PRJNA385547	China
vOTU223	VC_2096_0	Marthavirus_like	Unclassified	temperate	Complete	High-quality	100	0.993	dsDNAphage	6	0.948705971	0.01384168	64312	"SRR5823602,SRR5823600,SRR5823610"	PRJNA393632	Germany
vOTU224	VC_1164_0	Autographiviridae	Unclassified	virulent	Medium-quality	Genome-fragment	83.45	0.987	dsDNAphage	4	NA	NA	64282	"SRR10341085,SRR10341084,SRR10341083"	PRJNA579335	China
vOTU225	Unclassified	Circoviridae_like	Unclassified	temperate	Medium-quality	Genome-fragment	60.21	0.913	dsDNAphage	3	0.945528388	0.014143818	64281	"SRR5823602,SRR5823600,SRR5823598,SRR5823595,SRR5823603"	PRJNA393632	Germany
vOTU226	Unclassified	Marthavirus_like	Unclassified	virulent	High-quality	High-quality	95.7	1	dsDNAphage	5	0.990887046	0.007251303	63901	"SRR1190308,SRR1190306"	PRJNA240951	China
